judul-abstrak,kategori,lang,,,,,
perbandingan segmentasi citra asli citra kompresi wavelet identifikasi telur citra digital gambaran objek diolah komputer ukuran pixel citra membutuhkan penyimpanan dasar pengolahan citra penelitian terletak proses segmentasi pengolahan citra dipertimbangkan objek citra telur ayam diidentifikasi proses pengolahan citra melibatkan proses akuisisi citra preprocessing proses pengolahan citra hasilnya preprocessing proses segmentasi mengubah citra citra grayscale diubah citra hitam putih proses padding haar mengurangi ukuran size on disk matrik haar proses dilasi opening objek menghaluskan permukaan menghilangkan noise proses pengolahannya segmentasi pelabelan didahului perhitungan centroid penentuan bounding box mengidentifikasi telur ayam perbandingan hasil pengolahan citra asli hasil kompresi citra asli proses segmentasi citra telur ayam hasil citra asli citra kompresi wavelet kompresi menghemat penyimpanan disk hasil diperoleh proses perhitungan objek luas area penentuan titik centroid,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
sistem diagnosa penyakit paru berdasarkan foto rontgen pendekatan fuzzy learning vector quantization perkembangan teknologi informasi bidang salah satunya bidang kesehatan salah penggunaan teknologi informasi bidang kesehatan pendiagnosaan penyakit paru memanfaatkan hasil foto rontgen sistem berbasis komputer,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi watemarking perlindungan haki citra digital domain frekuensi fast fourier transform fft watermarking metode menyebunyikan data data digital indera penglihatan pendengaran paper watermarking aplikasikan perlindungan haki citra digital citra diam gambar metode watermarking memanfaatkan transformasi matematis fast fourier transform fft berfungsi mentransformasikan domain spasial domain frekuensi citra label tertanam citra host kuat serangan melaluai transformasi program utama aplikasi watermarking program proses inserting penyisipan berfungsi menyisipkan citra label label kepemilikan kedalam citra dilindungi program proses extracting pendeteksian pendeteksi label tertanam citra hasil watermarking dicapai paper informasi label tertanam citra digital invisible nampak kasat mata robust tahan penghapusan langsung proses pengolahan citra digital,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
sistem pendeteksi kesegaran ikan bandeng citra penelitian bertujuan mencari solusi terbaik pemeriksaan kesegaran ikan bandeng usaha menengah teknik pemeriksaan kesegaran ikan bandeng ditentukan analisis mikrobiologi kimiawi teknik dianggap membutuhkan tenaga manusia rentan kesalahan kelelahan fisik membutuhkan biaya mempengaruhi produksi ikan bandeng penelitian diusulkan metode pengolahan citra teknik mencari selisih nilai citra referensi latih citra masukan uji nilai selisih dihitung persamaan euclidian length dibandingkan nilai threshold data referensi ikan bandeng segar citra referensi dihasilkan posisi threshold pengujian ikan bandeng segar menghasilkan nilai deteksi pengujian ikan bandeng segar menghasilkan nilai deteksi diuji hasil pengamatan nelayan alat deteksi kesegaran ikan bandeng sampel ikan segar dihasilkan nilai deteksi ikan segar hasil pengamatan nelayan,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
pengenalan tingkat kematangan buah pepaya paya rabo pengolahan citra berdasarkan warna rgb means clustering proses identifikasi buahbuahan tradisional mengalami kendala akibat sifat manusia kelemahan menyebabkan hasil efektif kemajuan teknologi komputer menyentuh dunia pertanian segi panen pasca panen timbul permasalahan mengenali buah sesuai kondisi nyata kondisi buah pepaya ditentukan tingkat kematangan sisi warna pepaya klasifikasi lakukan petani mengelompokkan pepaya katagori muda mengkal masak penuh metode pengolahan citra kemampuan menganalisa kondisi kematangan pepaya nilai red green blue rgb acuan penentuan klasifikasi metode kmeans clustering selisih jarak eucludian acuannya hasil kelompok pepaya muda berhasil dikenali pepaya muda kelompok pepaya mengkal berhasil dikenali masak mengkal kelompok pepaya penuh dikenali masak penuh disimpulkan metode kmeans clustering proses klasifikasi petani berpengalaman bertahun,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
identifikasi jenis mutu kopi pengolahan citra digital metode jaringan syaraf tiruan kopi salah komoditas pertanian sub sektor perkebunan memiliki peluang perekonomian indonesia harga kopi indonesia tergantung mutu padaproduk mutu kopi salah identifikasi mutukopi mudah sifat fisik kopi identifikasi jenis kopi kasat mata sulit dibedakan masyarakat sebuahkeahlian khusus salah metode identifikasi jenis mutu kopi pengolahan citra digital dikombinasikan metode jaringan syaraf tiruan jst algoritma learning vector quantization lvq metode pengolahan citra digital membutuhkan biaya dibutuhkan mengidentifikasi singkat penelitianini bertujuan mengembangkan sistem mengidentifikasi biji kopi sesuai jenis mutunya mutu kopi mutu ivi masingmasing jenis robusta arabika data citra gambar gambar untukmasingmasing mutunya perbandingan data training testing hasil penelitian akurasi sistem terbaik hidden neuron learning rate epoch error goal hasilpengenalan sistem mutu kopi teridentifikasi,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
kompresi citra format bmp format png pengolahan citra bidang ilmu berkembang era informasi citra disimpan digital membutuhkan kapasitas media penyimpanan bandwidth relatif efisiensi ruang penyimpanan mengurangi beban transmisi dibutuhkan format kompresi citra digital salah kompresi citra digital bersifat lossless portable network graphic png hasil uji coba kompresi format png file citra dikompresi rasio format png menyimpan data citra dikompres lossless mendukung kompresi tingkat kedalaman warna mencapai bit,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
identifikasi kematangan buah tomat berdasarkan warna metode jaringan syaraf tiruan jst proses pemilihan produk hasil pertanian perkebunan bergantung presepsi manusia komposisi warna dimiliki citra buahbuahan manual berdasarkan pengamatan visual langsung buah diklasifikasi identifikasi memiliki kelemahan dibutuhkan relatif menghasilkan produk beragam keterbatasan visual manusia tingkat kelelahan perbedaan persepsi mutu buah perkembangan ilmu pengetahuan teknologi pengolahan citra digital memilah produk pertanian perkebunan otomatis bantuan aplikasi pengolahan citra identifikasi kematangan buah tomat menerapkan metode pembelajaran perceptron pendukung identifikasi bantuan media webcam pengambilan gambar tomat histogram warnanya diidentifikasi jaringan syaraf tiruan komputer memperoleh informasi citra jenis kematangan buah tingkat keberhasilan identifikasi kematangan buah tomat didapatkan metode pembelajaran perceptron tingkat keberhasilan hasil identifikasi diperoleh menghasilkan output mentah matang matang,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
restorasi citra blur algoritma jaringan saraf tiruan hopfield kebutuhan citra digital masyarakat dewasa meningkat merambah bidang kehidupan pendidikan bisnis fotografi kriminologi pengolahan citra digital teknologi memanipulasi citra mengatasi ketrbatasan alat akuisisi citra meningkatkan kualitas citra penelitian mencoba restorasi citra kabur citra digital didegradasi gaussian blur direstorasi jaringan hopfield salah cabang jaringan saraf tiruan tujuan proses restorasi memperbaiki citra teknik restorasi berorientasi arah pemodelan degradasi penerapan proses kebalikannya invers citra asli,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
implementasi metode waterfall proses digitalisasi citra analog bidang pengolahan citra digital berkembang pesat ditemukannya foto digital kemajuan terlepas canggihnya teknologi digital menunjang pengolahan citra digital gambar diam masyarakat menyimpan dokumentasi klise foto direkam dipotret studio foto mengubah klise foto foto digital jarang ditemui penelitian pengolahan gambar klise foto gambar digital true color kemampuan alat bantu komputer menyelesaikan berperan mengubah citra klise foto foto digital penelitian menerapkan metode citra negatif hasil penelitian menunjukan metode citra negatif menjadikan citra klise foto foto digital,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
sistem identifikasi batik alami batik sintetis berdasarkan karakteristik warna citra metode kmeans clustering batik kain khas indonesia memiliki motif warna pewarnaan batik dibagi batik alami batik sintetis proses pemilihan batik alami sintetis bergantung persepsi manusia komposisi warna produsen batik pengamatan visual langsung membedakan warnanya kelemahan keterbatasan visual manusia tingkat kelelahan warna tertukar,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
sistem pendeteksi pornografi citra digital berdasarkan fitur warna bentuk support vector machine svm informasiinformasi tersebar luas internet informasiinformasi membangun merusak pornografi materi pornografi citra digital tersebar internet penelitian dikembangkan sistem mengenali citra digital citra pornografis nonpornografis sistem dibangun menerima masukan citra digital berformat bmp jpg proses pengolahan citraberupa deteksi warna kulit penapisan luas batas ambang luas total piksel pembuatan kotak penyangga objek ekstraksi fitur fiturfitur didapatkan hasil pengolahan citra daerah kulit terbentuk rasio luas daerah kulit terbesar total area kulit rasio kulit citra faktor bentuk shape factor kekompakan compactness momen invarian fiturfitur masukkan support vector machine pelatihan klasifikasi hasil pengujian sistem dimana citra diuji citra latih performansi ratarata sistem akurasi spesifisitas sensitifitas presisi pengujian dimana citra diuji citra latih performansi ratarata sistem spesifisitas sensitifitas presisi,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
manipulasi handycam kamera citra termal deteksi kanker payudara metode images processing matlab mendeteksi gejala kanker payudara salah diwaspadai perubahan temperatur payudara naiknya temperatur payudara indikasi gejala ketidaknormalan jaringan payudara prinsip project merubah citra infra merah grayscale citra abuabu citra termal temperatur polikromatik warnawarni memecah citra grayscale matriks kode pixel menggabungkannya ditampilkan skala warna handycam mode night vision interferensi infrared eksternal penetrasi kulit menjadikan citra infra merah program perkara mengubah gambar hitamputih handycam citra termal memecah struktur matriks rgb grayscale matriks disusun ulang matriks tipe data double diproses grafik kontur warna membedakan distribusi temperatur tubuh citra diolah pengolahan grafik membedakan tingkat keabuabuan citra didapatkan warna berbedabeda program perkara fitur pengaturan skala kontras citra diolah kedetilan warna diatur sesuai fitur pengaturan skala kontras invers berguna membalik skala warna warna berubah,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
pengaruh brand image keputusan pembelian survei konsumen kfc kawi malang penelitian bertujuan pengaruh brand image bersamasama parsial variabel berpengaruh dominan keputusan pembelian konsumen kfc kawi malang variabel independen penelitian citra perusahaan citra pemakai citra produk variabel dependen keputusan pembelian,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi pengolahan citra digital jaringan syaraf tiruan memprediksi kadar bahan organik tanah tujuan penelitian menentukan kadar bahan organik tanah pengolahan citra digital jaringan syaraf tiruan citra tanah diambil camera digital diolah algoritma pengolahan citra parameter citra red green blue saturasi intensitas rerata entropi energi kontras homogenitas diambil contoh tanah kadar bahan organik berbeda parameter citra data masukan analisis ann lapisan keluaran ann kadar bahan organik tanah berdasarkan hasil penelitian analisis pengolahan citra ann emprediksi kadar bahan organik tanah akurasi kooefisien determinasi mse,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi pengolahan citra mendeteksi fraktur tulang metode deteksi tepi canny tulang salah anggota tubuh manusia kerusakan tulang berpengaruh tubuh manusia salah jenis kecacatankerusakan tulang kerap dijumpai fraktur fraktur dimana tulang mengalami retak patah letak tulang didalam tubuh pemotretan sinarx kondisi tulang gambar pemotretan petugas medis pemeriksaan tulang pemeriksaan mengamati gambar langsung kemampuan visual petugas medis proses pemeriksaan membutuhkan konsentrasi ketelitian menangani permasalahan aplikasi pengolahan citra mendeteksi fraktur tulang metode canny metode canny mendeteksi tepi memenuhi syarat pendeteksi tepian optimum mendeteksi kriteria deteksi melokalisasi kriteria lokalisasi respon kriteria respon penelitian perancangan aplikasi pengolahan citra mendeteksi fraktur tulang metode canny citra citra hasil scan tulang paha sinarx posisi lateral antero posterior ap pengambilan keputusan uji kstest perangkat lunak membangun aplikasi matlab ra data penelitian citra standar citra uji citra standar tulang paha posisi lateral antero posterior masingmasing citra citra uji citra tulang paha posisi antero posterior citra posisi lateral hasil penelitian aplikasi pengolahan citra mendeteksi fraktur tulang metode canny aplikasi mendeteksi tepian objek citra keputusan tulang mengalami fraktur hasil pengujian sistem menunjukan nilai akurasi deteksi citra tulang paha posisi antero posterior citra tulang paha posisi lateral,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
perancangan aplikasi pengolahan citra meningkatkan kualitas foto rontgen metode median filtering pengolahan citra digital mencakup data dimensicitra digital barisan bilangan nyata kompleks diwakili bitbit tertentuumumnya citra digital berbentuk persegi bujur sangkar sistem pencitraan berbentuk segi enam memiliki lebar tertentusetiap titik memiliki nilai angka digital merepresentasikan informasi diwakili titik rontgen penerapan ilmu radiologi ilmu radiologi ilmu mencakup bidang radiodiagnostik radioterapimakna radioterapi pengobatan penyakita radiasisedangkan radiodiagnostik diagnosis menggunkan sinar pengionpemeriksaan radiodiagnostik sinarx median filtering metode peningkatan kualitas citra metode konsep pixel tetanggacara kerja metode mengurutkan nilai pixel tetangga nilai terkecil terbesar mengambil nilai pixel diurutkan menggantikan nilai pixel nilai diurutkan,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
desain perangkat lunak pengukuran jarak bidang kamera objek target metode triangulasi computer stereo vision keberadaan komputer membantu manusia menyelesaikan permasalahanpada orang memiliki perangkat perkembangan diiringi teknologi pengolahan citra digital pendukung komputer citra manusia kamera citra dihasilkan kamera diolah kode digital dianalisa komputerdan kamera layaknya otak mata manusiastudi memiliki tujuan berkaitan mendukug proyek bidang futuristik bidang dikembangkan keperluan berkaitan robotika tujuan khusus penelitian mengukur jarak objek target bidang kamera disusun paraleldengan dikembangkannya penelitian pengukuran jarak stereo vision sensor sensor robot dipakai direduksi minimal robot kompak simple mengurangi beban kerjanya dipakai medan outdoor prinsip penelitian kemiripan mata manusiaskripsi membahas mengambil citra objek target kubus hitam latar putih webcam inisialisasi device kamera direct show komponen berperan mengakses inti driver windows device modul wdm kamera web kamera web pendeteksi obyek kubus hitam berlatar putih,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
analisa pengolahan citra metode transformasi fourier pengolahan citra mencakup analisis persepsi visual gambar ciri khas masukkan keluaran bentuk informasi dikemas bentuk gambar salah karakteristik gambar menampilkan gambar sistem optic menerima sinyal analog sifat pengolahan gambar terletak tingkat frekuensinya metode frekuensi domain transformasi gambar proses mengubah gambar wilayah wilayah penelitian tipe transformasi transformasi fourier zero frequensi amplitudo disebabkan numerical roundoff diperoleh hasil signifikan transformasi mean,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
segmentasi citra ct scan tumor otak matematika morfologi watershed flood minimum optimal penelitian pengolahan citra digital dibidang medis memanfaatkan citra hasil ct scan salah penelitian identifikasi jenis tumor citra hasil ct scan tumor otak proses identifikasi preprosessing pemisahan citra tumor citra tumor dikenal proses segmentasi watershed salah metode segmentasi dikenal watershed citra dipandang relief topografi dimana intensitas piksel merepresentasikan ketinggian topografinya penelitian watershed proses segmentasi citra ct scan tumor otak memperhitungkan nilai threshold flood minimum optimal,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
perbandingan metode perbaikan kualitas citra mammogram kanker payudara pembunuh nomor wanita dunia deteksi kanker payudara mata telanjang berdasarkan jam terbang pengalaman dokter radiologis kelemahan menganalisis mammogram payudara mendeteksi keberadaan kanker payudara diakibatkan sel kanker tertutup noise kontras citra rendah faktor manusiawi kelelahan mood meminimalisir dibutuhkan metode membantu dokter menganalisis citra mammogram payudara penelitian proses bertujuan meningkatkan kualitas mammogram memudahkan dokter mendiagnosis kelainan payudara citra diolah citra mammogram dipangkas disegmentasi region of interest roi citra payudara dihilangkan background tahapan proses peningkatan kuliatas citra mammogram pra pengolahan menghilangkan label artifak ditemukan mammogram mengcrop citra payudara menghilangkan background memperbaiki kontras citra membandingkan metode clahe non subsampled contourlet transform nsct contras stretching cs smoothing filter median kinerja metode dihitung mencari nilai mean square error mse peak signal to noise ratio psnr citra nilai mse psnr didapatkan ditemukan nilai mse psnr terbaik metode nsct nilai db db,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
sistem pengaturan lampu lintas berdasarkan estimasi antrian pengolahan citra salah penyebab kemacetan lampu lintas volume kendaraan berubah lampu lintas efektif dibutuhkan metode menghitung lampu lintas menyala sesuai kendaraan sistem mengimplementasikan kamera persimpangan kamera mengambil gambar jalur kosong acuan mengambil gambar sequence input gambar diproses pengolahan citra merubah format rgb grayscale proses subtraction gambar acuan penambahan brightness merubah format grayscale biner otsus threshold menghitung objek input logika fuzzy tsukamoto menghasilkan lampu hijau menyala lampu merah menyala dihitung menjumlahkan lampu hijau menyala jalur lainnnya penggunaan buah input sistem memperhatikan antrian jalur memperhatikan sebaran kepadatan hasil lampu merah lampu hijau menyala berubahubah sesuai sebaran kepadatan antrian terang kondisi jalan tingkat akurasi didapatkan pagi didapatkan nilai error siang malam penerangan normal malam tambahan penerangan,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
implementasi jaringan saraf tiruan alat bantu deteksi infeksi saluran kemih citra bakteri urin infeksi saluran kemih isk penyakit disebabkan tumbuhnya bakteri saluran kemih pendeteksian isk pemeriksaan kultur urin memakan biaya mahal penelitian bertujuan alat bantu deteksi isk citra bakteri urin membantu mempersingkat biaya pendeteksian masukan perangkat lunak citra bakteri urin citra bakteri diolah metode pengolahan citra grayscaling thresholding segmentasi citra didapatkan ciri citra merepresentasikan bakteri urin keluaran perangkat lunak dibagi kelas isk bakteri eschericia coli isk bakteri klebsiella sp urin normal tingkat akurasi perangkat lunak parameter laju pembelajaran pengurangan laju pembelajaran,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
analisis kuantitatif pori berdasarkan pengolahan citra wolfram mathematica material berpori dikembangkan luas bidang sains terapan teknik karakteristik material berpori seringkali ditentukan porositasnya makalah menyajikan menyajikan analisis pori material berdasarkan metode pengolahan citra mikrograf mikroskopi elektron sem analisis wolfram mathematica penelitian diperoleh informasi persentase pori porositas ukuran pori aspek rasio distribusi ukuran pori material,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
penghitung spermatozoa berdasarkan data mikroskop digital metode pengolahan citra penelitian mendesain sistem menghitung spermatozoa data sampel citra mikroskop digital metode labelling eccentricity data sampel citra spermatozoa sampel dideteksi sampel citra spermatozoa diubah citra grayscale difilter low pass filter menghilangkan noise data histogram citra didapatkan nilai ratarata ambang thresholding memperbaiki citra erosi dilasi pixel didapatkan tepi citra hasil dilasi cannyedge detection hasil segmentasi pengolahan citra digital labelling eccentricity pemisahan objek nilai ambang luasan objek labelling eccentricity objek terhitung kepala spermatozoa desain sistem dihasilkan menghitung spermatozoa data citra sampel akurasi,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
optimasi algoritma semut deteksi tepi foto udara foto udara citra digital berguna memperoleh informasi daerah informasi diperoleh berdasarkan analisis data obyek media alat informasi diproses memanfaatkan teknik pengolahan citra digital salah memperoleh informasi berdasarkan teknik pengolahan citra digital proses deteksi tepi deteksi tepi penggalian informasi citra salah teknik deteksi tepi dipakai algoritma semut algoritma semut algoritma optimasi terinspirasi perilaku semut mencari makan penyebaran semut algoritma semut acak ketidakseimbangan distribusi semut mempengaruhi penemuan jalur optimasi menyebarkan semut berdasarkan tingkat gradient area citra langkah membagi citra area ukuran memiliki gradient pembagian semut hasil algortima semut dibandingkan deteksi tepi konvensional perbandingan perbedaan hasil deteksi tepi diperoleh berdasarkan percobaan optimasi algoritma semut menghasilkan deteksi tepi citra detail memiliki garis tepi tebal dibandingkan deteksi tepi konvensional,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
identifikasi penyakit typhus analisis citra darah jaringan syaraf tiruan darah mengalir tubuh kemampuan mendeteksi penyakit bantuan citra mengidentifikasi citra darah penderita typhus perbedaan eritrosit penderita typus normal perbedaan akibat penyerangan virus salmoneta thyphosa pemeriksaan darah tepi sederhana diagnosa cepat gambaran darah putih berkurang lekopenia limfosis meningkat eosinofilia kadar hemoglobin normal menurun penyulit pendarahan usus perforasi leukosit rendah leukopenia normal led laju endap darah meningkat trombosit normal turun sesuai pengolahan citra dipisah warna dihistrogram dicari nilai pixel warna nilai pixel darah typhus penderita typus,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
sistem pendeteksi kualitas daging ekualisasi histogram thresholding berbasis android kebutuhan daging sapi meningkat dimanfaatkan penjual daging sapi kecurangan kecurangan dimanfaatkan kualitas daging sapi kualitas daging ditentukan parameter parameter ukuran tekstur karakteristik warna bau daging parameter salah faktor menentukan kualitas daging menentukan kualitas daging indra penglihatan manual bersifat subjektif menilai kualitas daging penelitian bertujuan merancang aplikasi sistem pendeteksi kualitas daging sampel citra daging data uji sistem pendeteksi kualitas daging ekualisasi histogram thresholding berbasis android dibangun bahasa pemrograman berbasis android terintegrasi sdk android eclipse library opencv metode metode prapengolahan ekualisasi histogram segmentasi thresholding pengolahan citra deteksi kualitas daging mencari nilai statistik ekstraksi ciri citra berdasarkan data citra daging penelitian hasil penelitian menentukan nilai statistik mean standar deviasi hasil citra olahan ekualisasi histogram thresholding disertai analisis kualitas citra daging sapi pengujian black box aplikasi sistem pendeteksi kualitas daging fungsi aplikasi berhasil berjalan sesuai fungsinya penelitian harapannya membantu penelitian tahap,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
rancang bangun alat pengering tembakau otomatis metode pengolahan citra threshold grayscale kabupaten jember terkenal kota tembakau salah daerah produsen penghasil tembakau terbesar produk berkualitas diolah daun tembakau dikeringkan petani tembakau mengeringkan daun tembakau tradisional memanfaatkan panas matahari kendala terberat petani musim hujan petani mengeringkan daun tembakau alat pengering daun tembakau alat pengering manual membutuhkan peran manusia mendeteksi kering tidaknya daun tembakau dasarnya petani tembakau menilai kekeringan daun tembakau warna tembakau hijau kuning coklat memanfaatkan metode pengolahan citra threshold grayscale sensor kamera peneliti rancang bangun alat pengering tembakau otomatis pengujian alat pengering daun tembakau otomatis metode pengolahan citra threshold grayscale memilki error persen keberhasilan,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
magnifikasi perbaikan citra dijital multi resolusi metode gabungan tapis lolos interpolasi bilinear teknik pengolahan citra digital digital image procesing proses magnifikasi proses bertujuan memperbesar ukuran citra magnifikasi citra erat kaitannya ukuran penyimpanan media jamak subyek valueable pengolahan citra magnifikasi proses pembesaran penampilan ukuran fisik penelitian teknik memperbesar obyek citra digital perbesaran obyek penelitian bertujuan mengimplementasikan algoritma memagnifikasi citra digital citra dunia nyata masukan pengguna citra dunia nyata realistis citra bebas artefak kabur blurring berbayang shadowing jaggies citra mencakup kontur halus transisi tepi cepat proses magnifikasi citra tahap proses proses pencuplikan citra digital proses pencuplikan manual proses filterisasi diperbesar metode interpolasi bilinear keluarannya nilai ratarata keluaran proses hasil penelitian proses perbesaran citra diatas kali metode gabungan menghasilkan nilai mean sequare error mse nilai psnr dibandingkan metode nongabungan,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
implementasi pengolahan citra klasifikasi knearest neighbour membangun aplikasi pembeda daging sapi babi berbasis web salah mengenali daging sapi babi bidang informatika pengolahan citra penelitian sistem pengolahan citra membedakan daging sapi babi metode hsv glcm klasifikasi knearest neighbour knn tahapan analisa data acquisition kamera handphone pemotretan data daging sapi babi diperoleh citra digital daging sapi babi format jpg gambar citra diambil daging babi segar daging sapi segar daging sapi membusuk daging campuran oplosan preprocessing peningkatan kualitas citra pencerahan citra peregangan kontras ekstraksi fitur histogram model warna hsv fitur warna metode orde ekstraksi fitur tekstur klasifikasi citra daging sapi babi knn tahapan tahap training testing pengujian pengujian pengujian background akurasi keberhasilan pengujan background pengujian campuran pengujian berjarak pengujian akurasi pengujian tertinggi pengujian background pengujian campuran pengujian campuran dinyatakan berhasil hasil klasifikasinya daging campuran oplosan daging babi segar nilai pengujian total akurasi keberhasilan hasil klasifikasi dipengaruhi nilai ciri jarak terdekat nilai mempengaruhi background,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
aplikasi pendeteksi kualitas daging segmentasi region of interest berbasis mobile peningkatan kebutuhan daging sapi indonesia dimanfaatkan pedagangpedagang curang mengambil keuntungan penjualan daging sapi berkualitas buruk menimbulkan kecemasan masyarakat kandungan berbahaya kualitas daging sapi ditentukan warna bau tekstur kenampakan masyarakat penglihatan kasat mata menentukan kualitas daging sapi efektif mata memiliki kelemahan objek detail penelitian bertujuan merancang aplikasi mendeteksi kualitas daging sapi proses pengolahan citra aplikasi sistem operasi android terintegrasi sdk android library opencv eclipse proses deteksi pengambilan gambar daging sapi diolah tahap pengolahan citra digital tahap pengolahan pra pengolahan citra aras keabuan segmentasi region of interest ekualisasi histogram analisis nilai statistik ekstraksi ciri penentukan kualitas daging sapi efektif hasil analisis pengolahan citra penelitian hasil analisis akurasi ketepatan baca aplikasi,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
segmentasi citra sapi berbasis deteksi tepi algoritma canny edge detection penentuan harga sapi disepakati tawar menawar didasarkan bobot sapi dijual kebanyakan perhitungan kasar kirakira rumus menghitung bobot sapi rumus informasi terkait lingkar dada badan nilai lingkar dada badan pengukuran manual lapangan mudah sapi sulit dikondisikan alat mengukur mudah tulisan tahap penelitian menentukan bobot sapi hasil akuisisi citra sapi tahap difokuskan segmentasi pengolahan citra sapi menentukan deteksi tepi terbaik penelitian citra sapi hasil akuisisi diproses buah skenario deteksi tepi hasil evaluasi menujukkan skenario median blur canny memiliki hasil terbaik nilai mse psnr db,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
purwarupa pembersih pipa otomatis automatic tube remover heat exchanger teknik pengolahan citra dunia industri industri pengolahan minyak dibutuhkan heat exchangeruntuk mengatur suhu menghasilkan produk minyak petroleum kerosene solar operasinya heat exchangerini pemeliharaan perbaikan unit stop minor shut downmaupun perbaikan bersifat rutin pemeliharaan pemeliharaan pelepasan pergantian tube tubesheetatau retube bundledimana sisa pipa tutup exchanger dibersihkan terpotong pemeliharaan pembuangan sisa pipa bersifat manual memakan naskah memaparkan perancangan alat membuang sisa pipa memanfaatkan metode pengolahan citra mendeteksi tepi lingkaran posisi sisa pipa proses pemeliharaan efisien berdasarkan pengujian didapatkan jarijari lingkaran ditangkap pixel terlama penentuan posisi menit proses pembuangan sisa pipa mencapai,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
klasifikasi jenis bunga kamboja jepang adenium sp berdasarkan citra mahkota ekstraksi fitur warna deteksi tepi warna bentuk mahkota bunga bunga bunga memiliki perbedaan bunga kamboja jepang adenium sp bunga adenium sp dibagi jenis adenium spesies adenium hibrida persilangan jenis adenium adenium tercipta jenis adenium hibrida penelitian bertujuan aplikasi klasifikasi jenis bunga adenium sp memanfaatkan pengolahan citra fitur gabungan nilai pixel histogram hue deteksi tepi sobel hasil penelitian persentase keberhasilan aplikasi mengklasifikasikan jenis bunga adenium sp klasifikasi berdasarkan nilai kemiripan histogram hue tertinggi acuan klasifikasi berdasarkan fitur gabungan nilai kemiripan citra hasil deteksi tepi sobel tertinggi acuan klasifikasi berdasarkan fitur gabungan nilai kemiripan histogram hue tertinggi nilai kemiripan citra hasil deteksi tepi sobel tertinggi berdasarkan hasil disimpulkan klasifikasi fitur gabungan metode sobel histogram hue klasifikasi jenis bunga kamboja jepang adenium sp,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
verifikasi tanda tangan asli palsu berdasarkan sifat keacakan entropi tanda tangan penanda identitas dokumen tanda tangan peranan memverifikasi melegalisasi dokumen tujuan penelitian menerapkan teknik pengolahan citra tanda tangan mengidentifikasi pola citra tanda tangan berdasarkan nilai entropi perhitungan nilai entropi tahapan penelitian meliputi pengambilan data responden tanda tangan citra analog akusisi citra tanda tangan digital memindai tanda tangan tahap mengkonversi citra tangan tangan digital true color binary tahap perhitungan nilai entropi mencatat perhitungan nilai entropi software matlab sebaran nilai entropi citra tanda tangan sebaran nilai entropi tanda tangan asli error total responden responden nilai error nilai entropi kelompoknya perhitungan nilai entropi tanda tangan palsu coretan piksel citra citra tanda tangan asli perhitungan nilai entropinya dibandingkan citra tanda tangan asli,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
pengenalan plat nomor polisi kendaraan bermotor penelitian bertujuan sistem mengenali karakter plat nomor polisi kendaraan citra digital sampel citra uji citra kendaraan pribadi warna dasar plat hitam tulisan putih citra kendaraan dinas pemerintah warna dasar plat merah tulisan putih citra angkutan wara dasar plat kuning tulisan hitam penelitian tahap pengolahan citra citra mengambil fitur fitur tahap tahap penentuan region of interest roi penentuan posisi plat nomor citra segmentasi karakter membagi citra plat nomor citra memuat karakter pengenalan karakter mencocokkan karakter dicari karakter referensi dikenali hasil penelitian sistem mengenali karakter plat nomor polisi kendaraan bermotor ketiga jenis plat nomor persentase ratarata,0,"<re.Match object; span=(0, 2), match='id'>",,,,,
